nextUpDown,pUpDown,ratiotxin,ratiotxout,ratiotxinout,ratiotxBTC,ratioopen,ratiohigh,ratiolow,ratioclose
1,1,-0.03909465,-0.082089552,0.804347826,-0.510381444,-0.105263158,0,0,0.117647059
0,1,-0.087794433,-0.14796748,0.662162162,-0.268800947,0.117647059,0.052631579,0.117647059,0.052631579
1,0,-0.279342723,-0.295801527,0.632653061,0.038895056,0.052631579,0,-0.105263158,-0.05
0,1,0.143322476,0.192411924,1.435483871,-0.308016139,-0.05,0,0,0.052631579
0,0,-0.185185185,-0.220454545,0.640449438,0.395615886,0.052631579,-0.05,0.117647059,-0.05
1,0,0.213286713,0.253644315,1.456140351,-0.067943021,-0.05,0.421052632,-0.368421053,0
1,1,-0.014409222,-0.058139535,0.759036145,1.509744755,0,-0.111111111,0.583333333,0.210526316
1,1,0.292397661,0.345679012,1.634920635,-0.68258595,0.210526316,0.083333333,0.105263158,0.130434783
0,1,-0.108597285,-0.097247706,0.951456311,1.59508688,0.130434783,0.923076923,0.142857143,0.5
0,0,0.144670051,0.091463415,0.87755102,-0.259261008,0.5,-0.06,0.208333333,-0.128205128
0,0,0.141906874,0.169459963,1.313953488,4.041000168,-0.128205128,-0.212765957,-0.206896552,-0.294117647
1,0,-0.205825243,-0.200636943,0.82300885,-0.877984956,-0.294117647,-0.135135135,-0.130434783,-0.125
0,1,-0.029339853,0.011952191,1.193548387,0.097071381,-0.125,-0.25,-0.3,0.142857143
1,0,-0.005037783,-0.05511811,0.765765766,-0.234761169,0.142857143,0,0.5,-0.083333333
1,1,-0.275949367,-0.29375,0.623529412,-0.198383215,-0.083333333,0.208333333,0.047619048,0.227272727
0,1,0.199300699,0.16519174,0.981132075,0.168870284,0.227272727,0.034482759,0.227272727,0.037037037
0,0,0.212827988,0.255696203,1.538461538,-0.021136122,0.037037037,0,0,0
0,0,10.70913462,16.51814516,47.725,4.641157045,0,-0.066666667,0,-0.035714286
1,0,0.869226032,0.356082403,0.701414353,0.426098481,-0.035714286,-0.035714286,-0.185185185,-0.185185185
1,1,-0.952224053,-0.95476534,0.036594473,-0.808104882,-0.185185185,0.074074074,-0.045454545,0.045454545
1,1,2.434482759,1.973733583,0.928571429,-0.027999306,0.045454545,-0.034482759,0.047619048,0.173913043
0,1,5.447121821,5.141955836,1.131868132,-0.144434877,0.173913043,0,0.227272727,0.037037037
0,0,0.010278239,0.031535696,3.019417476,1.664029137,0.037037037,0.035714286,0,0
1,0,0.032165245,0.021111332,0.675241158,-0.193233534,0,-0.034482759,0.037037037,0
0,1,-0.965850259,-0.955919641,0.519047619,-0.702686867,0,0.035714286,-0.035714286,0.035714286
0,0,-0.005830904,0.019911504,1.100917431,0.254814826,0.035714286,-0.034482759,0.037037037,-0.034482759
0,0,10.54252199,7.982646421,1.708333333,-0.04378313,-0.034482759,0,0,0
0,0,0.266006098,0.255976817,1.063414634,0.256918381,0,0,0,0
0,0,-0.736303432,-0.646606422,2.403669725,0.656371711,0,0.035714286,0,0
0,0,-0.661339422,-0.658324266,0.349236641,-0.663180448,0,-0.034482759,0,0
0,0,0.020224719,0.078025478,1.218579235,-0.011906901,0,0,-0.035714286,-0.035714286
0,0,0,-0.113737075,0.65470852,0.372717099,-0.035714286,0,-0.185185185,-0.148148148
1,0,0,0.026666667,1.109589041,0.547432115,-0.148148148,-0.178571429,-0.090909091,-0.086956522
1,1,0.127753304,0.219155844,1.475308642,-0.077396855,-0.086956522,0,0.05,0.095238095
0,1,-0.1015625,-0.151797603,0.740585774,0.096358488,0.095238095,0.130434783,0.047619048,0.086956522
0,0,-0.165217391,-0.205651491,0.689265537,-0.475861181,0.086956522,0,0.090909091,0
0,0,0.088541667,0.112648221,1.18852459,1.069973002,0,0,-0.166666667,-0.2
1,0,0.038277512,-0.003552398,0.875862069,-0.564594371,-0.2,-0.115384615,-0.05,-0.05
1,1,0.071428571,0.087344029,1.141732283,2.238179769,-0.05,-0.043478261,-0.052631579,0.052631579
1,1,0.232258065,0.296721311,1.503448276,-0.085850739,0.052631579,0.136363636,-0.055555556,0.15
0,1,-0.087260035,-0.08091024,0.935779817,-0.579486124,0.15,-0.04,0.294117647,0.043478261
0,0,-0.070745698,-0.097661623,0.833333333,0.291120423,0.043478261,-0.041666667,-0.227272727,-0.166666667
1,0,-0.232510288,-0.1875,0.941176471,-0.366318596,-0.166666667,-0.130434783,0.058823529,0
0,1,0.474530831,0.711069418,2.2625,1.604178622,0,0.15,0.055555556,0.15
1,0,0.169090909,0.122807018,1.052486188,-0.363536222,0.15,0,0.105263158,-0.043478261
1,1,0.00466563,0.020507813,1.047244094,2.296858552,-0.043478261,0,0,0.045454545
0,1,0.010835913,-0.068899522,0.802005013,-0.327766839,0.045454545,0.086956522,0,0.086956522
1,0,-0.016845329,-0.058581706,0.85625,-0.016720492,0.086956522,0,0.142857143,-0.04
0,1,-0.172897196,-0.158296943,0.875912409,-0.239357931,-0.04,0,-0.083333333,0.041666667
0,0,-0.129943503,-0.164721141,0.758333333,-0.235587148,0.041666667,0,0.090909091,-0.04
0,0,0.08008658,0.178571429,1.428571429,0.27793838,-0.04,0,0,0
1,0,0.104208417,0.055335968,0.961538462,0.175274165,0,0,0,0
0,1,0.691470054,0.968789014,2.58,-0.150541796,0,0.08,0,0.125
1,0,-0.325107296,-0.388712746,0.519379845,0.222608025,0.125,0,0,-0.111111111
0,1,0.049284579,0.089211618,1.164179104,-0.186175311,-0.111111111,-0.074074074,0,0.041666667
0,0,-0.213636364,-0.135238095,0.997435897,-0.22581011,0.041666667,0,0,0
0,0,0.023121387,-0.063876652,0.820051414,-0.033542678,0,0,0,0
1,0,0.193973635,0.222352941,1.269592476,0.784452095,0,0,0.041666667,0
0,1,-0.078864353,-0.085659288,0.903703704,-0.36122493,0,0.08,0,0.04
1,0,-0.099315068,-0.149473684,0.770491803,0.291489945,0.04,0,0,0
1,1,0.256653992,0.315594059,1.425531915,-0.348113286,0,0.037037037,0.04,0.076923077
0,1,-0.223903177,-0.27187206,0.649253731,0.830292445,0.076923077,0.071428571,0.038461538,0.071428571
0,0,0.155945419,0.183462532,1.237547893,-0.386637433,0.071428571,0,0.074074074,0
0,0,-0.064080944,-0.06768559,0.925696594,-0.075757599,0,0,0,0
0,0,0.187387387,0.204918033,1.237458194,-0.047697162,0,0,0,0
0,0,-0.136570561,-0.171039845,0.767567568,-0.139699646,0,0,0,0
1,0,0.982425308,0.90855803,1.76056338,0.363209101,0,0,0,-0.033333333
0,1,-0.132092199,-0.135135135,0.858,-0.373520129,-0.033333333,0,0,0.034482759
0,0,0.338100102,0.34375,1.356643357,0.209295609,0.034482759,0,0,0
1,0,-0.470229008,-0.432346723,0.652920962,-0.316701227,0,0,0,0
0,1,0.469740634,0.436685289,1.376315789,0.65874758,0,0.066666667,0.034482759,0.066666667
0,0,0.407843137,0.364873623,1.281070746,0.042144053,0.066666667,0,0.033333333,0
1,0,-0.148328691,-0.140075973,0.87761194,-0.311866242,0,0,0.032258065,0
0,1,0.072771872,0.053009387,1.011904762,0.943645686,0,0.03125,0,0.03125
0,0,0.038109756,0.062401678,1.115966387,0.25111612,0.03125,0,0,0
0,0,-0.146842878,-0.178677196,0.756024096,-0.401939147,0,0.090909091,0,-0.03030303
1,0,0.089500861,0.109375,1.155378486,0.915793627,-0.03030303,0.111111111,0,0
0,1,-0.003159558,-0.009750813,0.975862069,-0.270973563,0,0.125,0,0.25
0,0,-0.237717908,-0.130743982,1.107773852,-0.311865361,0.25,-0.111111111,0.1875,-0.025
0,0,-0.032224532,-0.018879799,1.001594896,0.132951118,-0.025,0,0.026315789,0
0,0,-0.108485499,-0.107119949,0.894904459,-0.083269033,0,-0.025,-0.205128205,-0.102564103
0,0,-0.014457831,-0.00933908,0.998220641,0.660542305,-0.102564103,-0.102564103,-0.032258065,-0.114285714
1,0,0.121026895,0.134880348,1.155080214,-0.390211754,-0.114285714,-0.114285714,0,0
1,1,0.007633588,-0.01086262,0.962962963,-0.099661425,0,0.258064516,0.033333333,0.258064516
1,1,0.261904762,0.285529716,1.320512821,0.133825177,0.258064516,0.128205128,0.193548387,0.076923077
0,1,0.219554031,0.203517588,1.180825243,0.118401579,0.076923077,0,0.054054054,0.047619048
0,0,-0.239803094,-0.230897704,0.782117163,0.137216188,0.047619048,0,0.076923077,0
0,0,0.220166512,0.227470141,1.237844941,-0.117769366,0,0,-0.095238095,-0.045454545
1,0,-0.326004549,-0.343653251,0.63163482,-0.201685042,-0.045454545,-0.045454545,0.052631579,-0.023809524
0,1,0.13048369,0.130053908,1.129411765,0.196513506,-0.023809524,0,-0.025,0.024390244
1,0,-0.16318408,-0.168157424,0.824404762,12.96908398,0.024390244,0.071428571,0.051282051,0
0,1,0.285374554,0.331182796,1.400722022,-0.948293851,0,0,0.024390244,0.071428571
1,0,0.246068455,0.240172321,1.231958763,0.40279194,0.071428571,-0.022222222,0.023809524,-0.022222222
1,1,0.924276169,1.103343465,2.355648536,4.26247319,-0.022222222,0.090909091,0.023255814,0.090909091
1,1,-0.46257716,-0.488852188,0.480905861,-0.503365432,0.090909091,0.979166667,0.068181818,0.083333333
1,1,-0.272792534,-0.31098546,0.639889197,-0.345631444,0.083333333,-0.105263158,0.106382979,0.346153846
0,1,-0.115498519,-0.11957796,0.874458874,-0.059386818,0.346153846,-0.105882353,0.326923077,0.028571429
1,0,-0.119419643,-0.119174434,0.881188119,-0.394238549,0.028571429,-0.013157895,-0.057971014,-0.041666667
1,1,0.209125475,0.181405896,1.140449438,-0.147609947,-0.041666667,0.173333333,0.030769231,0.173913043
0,1,-0.1278826,-0.118362124,0.896551724,0.250124243,0.173913043,0.045454545,0.208955224,0.135802469
0,0,0.092548077,0.104499274,1.122710623,0.103116871,0.135802469,0,0.024691358,-0.02173913
1,0,-0.01870187,-0.038107753,0.933115824,0.90277416,-0.02173913,-0.02173913,0,-0.011111111
1,1,-0.051569507,-0.045765027,0.963286713,-0.544750147,-0.011111111,0.022222222,0.036144578,0.033707865
0,1,0.45035461,0.512526843,1.607985481,0.835229333,0.033707865,0.184782609,-0.046511628,0.184782609
1,0,0.657701711,0.708471368,1.778781038,0.644527842,0.184782609,0.009174312,-0.024390244,-0.100917431
1,1,0.157817109,0.168698061,1.182741117,0.152765886,-0.100917431,-0.009090909,0.1625,0.091836735
0,1,-0.188110403,-0.212609623,0.756437768,-0.458252023,0.091836735,-0.009174312,0.064516129,0.009345794
1,0,-0.04707113,-0.042143287,0.964539007,-0.193539463,0.009345794,0,0.03030303,-0.027777778
0,1,0.100987925,0.10370836,1.107352941,0.226544021,-0.027777778,0,0.009803922,0.019047619
0,0,0.108673978,0.103359909,1.096281541,-0.263787273,0.019047619,0,0,-0.018691589
0,0,-0.060251799,-0.157677419,0.711084191,-0.291219751,-0.018691589,-0.027777778,-0.009708738,-0.00952381
0,0,0.076555024,0.191789216,1.39693356,0.440070148,-0.00952381,0,0,0
1,0,-0.086222222,-0.085861183,0.914634146,0.226735765,0,-0.00952381,-0.235294118,-0.134615385
0,1,-0.230058366,-0.224690664,0.782666667,0.437574251,-0.134615385,-0.057692308,0.076923077,0.055555556
0,0,0.22488945,0.236126224,1.251277683,0.216759726,0.055555556,-0.030612245,-0.011904762,-0.105263158
1,0,0.015987622,0.02758216,1.042886317,0.058865714,-0.105263158,-0.073684211,0,-0.023529412
1,1,0.114720812,0.101941748,1.085509138,0.497756835,-0.023529412,0.079545455,0,0.048192771
1,1,0.030510018,0.021508163,1.009621167,0.038415193,0.048192771,-0.010526316,0.048192771,0.034482759
0,1,-0.068051259,-0.054540842,0.963668851,-0.382540956,0.034482759,0.063829787,0.034482759,0.111111111
1,0,-0.02323376,-0.025221358,0.972187886,-0.185667049,0.111111111,0,0.011111111,-0.09
0,1,-0.052427184,-0.074869254,0.895740623,-0.043394441,-0.09,-0.03,0,0.054945055
0,0,0.162397541,0.170782505,1.182398864,0.129470619,0.054945055,-0.010309278,-0.021978022,-0.072916667
1,0,-0.241956809,-0.231257942,0.783313325,-0.344423617,-0.072916667,-0.041666667,-0.056179775,-0.033707865
1,1,0.586627907,0.656198347,1.74789272,6.854478698,-0.033707865,0.054347826,0.011904762,0.069767442
0,1,-0.263832906,-0.292015968,0.674265673,1.350747036,0.069767442,-0.030927835,0.070588235,0.02173913
0,0,0.594823295,0.672963067,1.77503251,-0.902629746,0.02173913,0,0,0
1,0,-0.381398252,-0.42669363,0.52014652,0.317406758,0,0,-0.010989011,-0.042553191
0,1,0.033299697,0.023515579,1.009859155,-0.546937071,-0.042553191,-0.021276596,-0.1,0.011111111
0,0,-0.008300781,0.008328547,1.032078103,0.38465282,0.011111111,-0.010869565,0,-0.010989011
0,0,-0.051698671,-0.037311307,0.982432432,0.107014179,-0.010989011,0,0.049382716,-0.022222222
0,0,0.266874351,0.312426036,1.372764787,-0.102028201,-0.022222222,-0.032967033,0,-0.011363636
1,0,-0.248360656,-0.256762849,0.732965932,0.291621517,-0.011363636,-0.011363636,0,-0.011494253
0,1,-0.094329335,-0.084622384,0.927546138,0.362511285,-0.011494253,0.068965517,0,0.081395349
1,0,0.134256472,0.074552684,1.001473839,-0.261414298,0.081395349,-0.010752688,0.011764706,-0.053763441
0,1,0.569002123,0.361085415,1.072847682,-0.356677282,-0.053763441,0,0.023255814,0.045454545
0,0,-0.082882273,-0.082917988,0.917009602,0.290590143,0.045454545,0,0.011363636,-0.032608696
0,0,-0.025082995,-0.08201581,0.802543007,0.010595189,-0.032608696,-0.02173913,-0.011235955,0
0,0,0.079833523,0.216899892,1.554520037,-0.403890276,0,-0.011111111,-0.011363636,-0.02247191
0,0,0.115276804,0.004865104,0.815947242,0.262972739,-0.02247191,-0.011235955,-0.034482759,-0.011494253
0,0,0.0578071,0.07284331,1.108008817,0.043754264,-0.011494253,0,-0.035714286,-0.034883721
0,0,-0.295812296,-0.224410256,0.935013263,0.054540457,-0.034883721,-0.034090909,-0.12345679,-0.012048193
0,0,0.345002109,0.247553557,1.083687943,-0.293106734,-0.012048193,-0.058823529,0.028169014,-0.073170732
1,0,0.278143619,0.466610134,1.859947644,0.16704668,-0.073170732,-0.0125,0.01369863,-0.026315789
1,1,0.436457311,0.189794738,0.836030964,0.089725888,-0.026315789,-0.025316456,0,0.027027027
1,1,-0.617762596,-0.510144575,0.755050505,0.325966967,0.027027027,0.051948052,0,0.065789474
1,1,1.042001787,0.970982143,1.88238573,0.245690899,0.065789474,0.049382716,0.054054054,0.049382716
1,1,-0.526477024,-0.440795269,0.675155463,-0.011484563,0.049382716,0.058823529,0.064102564,0.023529412
0,1,-0.076247689,-0.014626463,1.043859649,0.132829079,0.023529412,-0.011111111,0.036144578,0.011494253
0,0,0.668334167,0.424982873,1.220588235,0.109873947,0.011494253,0.011235955,-0.023255814,-0.022727273
0,0,-0.261469265,-0.165705128,0.944234079,-0.532961839,-0.022727273,-0.033333333,-0.023809524,-0.046511628
0,0,0.19001218,0.113714944,1.045205979,-0.055229759,-0.046511628,-0.022988506,-0.073170732,-0.024390244
0,0,-0.072671443,-0.027595723,1.018486223,-0.178266727,-0.024390244,-0.058823529,0,-0.0125
0,0,-0.353936718,-0.342852075,0.667465753,0.099192962,-0.0125,-0.0125,0.013157895,0
0,0,0.193052392,0.195411606,1.197537199,0.132917585,0,0.012658228,0,-0.012658228
1,0,-0.246300716,-0.239331678,0.766923736,-0.406748908,-0.012658228,0,0,-0.012820513
0,1,0.122229259,0.091124963,1.063687151,0.190646401,-0.012820513,0,0,0.012987013
0,0,0.018623025,0.044613711,1.068802521,-0.133225913,0.012987013,-0.0125,0.012987013,0
1,0,0.279224377,0.244791667,1.214250614,0.695749614,0,-0.012658228,-0.282051282,-0.128205128
1,1,-0.082286704,-0.064435146,0.952246054,-0.152182236,-0.128205128,-0.038461538,0.035714286,0.044117647
1,1,-0.120339783,-0.145796064,0.831279218,-0.279285311,0.044117647,0,0.189655172,0.042253521
0,1,-0.100321888,-0.065968586,0.966768916,0.262844471,0.042253521,0.04,0.043478261,0.013513514
0,0,0.053667263,0.08632287,1.115282919,0.155028221,0.013513514,0.025641026,0.013888889,0
1,0,-0.019241653,-0.045923633,0.931721195,0.096397811,0,-0.0375,-0.01369863,-0.026666667
1,1,0.006347374,-0.019199567,0.95826972,-0.373093781,-0.026666667,-0.012987013,-0.013888889,0.01369863
1,1,0.114105505,0.085194376,1.058417419,0.015531983,0.01369863,0.052631579,0,0.040540541
1,1,0.068965517,0.115599593,1.161063723,0.540095693,0.040540541,0.125,0.084507042,0.116883117
1,1,0.141550313,0.091778638,1.047104581,0.281307548,0.116883117,0.111111111,0.116883117,0.069767442
0,1,0.215099114,0.22006675,1.224927775,-0.180390005,0.069767442,0,0.058139535,0.086956522
1,0,-0.299548768,-0.308428791,0.682951482,-0.298676587,0.086956522,0.09,0,-0.01
1,1,0.067393459,0.061557478,1.05574741,2.266170971,-0.01,0,0.043956044,0.060606061
1,1,0.047818013,0.054261761,1.060747664,2.715616824,0.060606061,0.04587156,0.084210526,0.057142857
1,1,0.344705361,0.32096311,1.297356828,-0.896295416,0.057142857,0.052631579,0.077669903,0.045045045
0,1,0.185502471,0.171906355,1.157894737,18.5656589,0.045045045,0,0.027027027,0.034482759
1,0,-0.174819344,-0.2019121,0.769501466,0.804581278,0.034482759,0,-0.00877193,-0.05
1,1,-0.355001684,-0.293581262,0.775914634,-0.908412591,-0.05,0.008333333,0.008849558,0.061403509
1,1,0.095039164,0.07896735,1.063850688,-0.620684486,0.061403509,0.165289256,0.043859649,0.165289256
0,1,0.101573677,0.122214403,1.142197599,0.048797224,0.165289256,0.382978723,0.109243697,0.205673759
0,0,-0.016017316,-0.054138796,0.910266774,-0.371789832,0.205673759,0,0.212121212,-0.041176471
1,0,0.140343159,0.21281768,1.285968028,-0.020072948,-0.041176471,-0.128205128,-0.05,-0.042944785
1,1,0.332947531,0.290087464,1.251726519,0.748215441,-0.042944785,0.052941176,0.006578947,0.147435897
1,1,0.325615051,0.288559322,1.253241379,0.365576593,0.147435897,0.089385475,0.124183007,0.061452514
1,1,-0.337336245,-0.334977529,0.667400396,-0.38854919,0.061452514,0.358974359,-0.034883721,0.163157895
1,1,0.164415157,0.222020768,1.279683377,4.011461721,0.163157895,0.113207547,0.331325301,0.303167421
0,1,0.265704584,0.171297545,1.085309278,-0.47407702,0.303167421,0.406779661,0.244343891,0.215277778
1,0,-0.117147328,-0.083486872,0.95226787,-0.585929044,0.215277778,-0.06746988,-0.090909091,-0.134285714
1,1,-0.21625728,-0.206307325,0.803491272,-0.244691836,-0.134285714,-0.098191214,0.212,0.056105611
0,1,-0.051696284,0.050973563,1.149596524,0.528361908,0.056105611,0,0.02640264,0.065625
0,0,-0.045996593,-0.078626299,0.895518359,0.464930246,0.065625,0.025787966,0.045016077,0
1,0,0.237142857,0.22200425,1.209225203,-0.413702951,0,-0.036312849,0.024615385,-0.023460411
1,1,-0.050230947,-0.02541806,0.99601097,0.717697686,-0.023460411,0.046376812,-0.012012012,0.036036036
1,1,0.181458967,0.130130405,1.087859825,-0.202316654,0.036036036,0.024930748,0.039513678,0.055072464
0,1,-0.25443787,-0.237944856,0.776806259,1.324204017,0.055072464,0.064864865,0.061403509,0.063186813
1,0,0.213250518,0.274784826,1.327606635,-0.695655786,0.063186813,-0.010152284,0.016528926,-0.018087855
0,1,-0.103811149,-0.096149037,0.909861669,2.503938349,-0.018087855,0.535897436,0.032520325,0.528947368
1,0,-0.019358934,-0.065845898,0.898234429,-0.677891749,0.528947368,0.011686144,0.207349081,-0.053356282
1,1,0.087702265,0.096845846,1.104559105,0.164457102,-0.053356282,0.070957096,0.134782609,0.145454545
0,1,0.209163939,0.214391792,1.218734553,1.140694669,0.145454545,0.302003082,0.210727969,0.301587302
0,0,0.086122047,0.122290161,1.152098966,2.885409676,0.301587302,0.053254438,-0.077531646,-0.12195122
1,0,-0.145899411,-0.087964339,0.957049815,-0.820689898,-0.12195122,-0.125842697,0.063464837,-0.029166667
0,1,0.153580902,0.374497665,1.527680706,-0.099667351,-0.029166667,0.092544987,0.088709677,0.148783977
0,0,0.02644286,-0.082259976,0.860823501,-0.219652386,0.148783977,-0.012941176,0.034074074,-0.104607721
0,0,0.250224014,0.166781471,1.114685315,-0.138036033,-0.104607721,-0.106078665,-0.054441261,-0.043115438
0,0,-0.164486651,-0.072171795,0.992471769,-0.027020007,-0.043115438,-0.021333333,0.001515152,-0.011627907
1,0,0.028307956,-0.064423765,0.88091024,0.874559587,-0.011627907,-0.032697548,-0.155824508,-0.177941176
1,1,0.035245047,-0.05296268,0.886337543,0.865796387,-0.177941176,-0.081690141,0,0.094812165
1,1,0.064061241,0.129533214,1.182156736,0.340339574,0.094812165,0.036809816,0.073476703,0.093137255
1,1,0.087656191,0.074306604,1.064648678,-0.469803463,0.093137255,0.102071006,0.116861436,0.068759342
1,1,0.020887728,0.048453913,1.068827994,-0.218436243,0.068759342,0.008053691,0.040358744,0.037762238
1,1,0.067007673,0.130529881,1.175373134,0.07519459,0.037762238,0.242343542,0.037356322,0.132075472
0,1,0.113294982,-0.052112588,0.841884281,0.077084489,0.132075472,-0.036441586,0.109418283,0.047619048
0,0,-0.303430458,-0.29213853,0.717430969,0.273395638,0.047619048,-0.017797553,0.061173533,-0.034090909
1,0,0.032969297,0.118593619,1.189047135,-0.57272825,-0.034090909,-0.014722537,-0.045882353,-0.023529412
1,1,-0.051865151,-0.000665225,1.035933267,0.181658814,-0.023529412,-0.024137931,-0.001233046,0.015662651
0,1,0.122869766,0.158928274,1.182518926,0.006957298,0.015662651,0.060070671,0.018518519,0.043890866
1,0,0.136031478,0.002441126,0.919450588,0.038621184,0.043890866,0.055555556,-0.018181818,-0.006818182
1,1,0.078673924,0.113594041,1.140397519,-0.022978111,-0.006818182,0.021052632,0.024691358,0.094965675
1,1,0.091131498,-0.006174428,0.923179396,0.293055681,0.094965675,0.122680412,0.144578313,0.107628004
1,1,0.182875561,0.222624903,1.256734007,0.712580497,0.107628004,0.331496786,0.113684211,0.348113208
0,1,0.043833669,0.061454584,1.075686537,-0.216663729,0.348113208,0.302758621,0.327032136,0.321903429
1,0,-0.024855295,-0.037101681,0.953300125,0.157090793,0.321903429,0.005823187,0.153846154,-0.115934357
1,1,0.129306331,0.157180589,1.179527853,0.48779714,-0.115934357,0.012105263,0.015432099,0.110778443
1,1,-0.072245697,-0.165010741,0.763784511,-0.363227144,0.110778443,0.264690588,0.110030395,0.289487871
0,1,0.312486114,0.368762395,1.421232522,0.491419024,0.289487871,0.312088816,0.216319825,0.237458194
0,0,0.03055438,0.136429494,1.22759073,-0.017991975,0.237458194,-0.012848637,0.177397569,-0.022972973
0,0,-0.074490802,-0.107577272,0.868506975,0.192024896,-0.022972973,-0.066666667,-0.234799235,-0.171853389
1,0,-0.033010915,0.016332677,1.054340396,0.595146776,-0.171853389,-0.184013605,-0.350324838,-0.388308977
1,1,0.141598605,0.113099309,1.092965964,0.236674056,-0.388308977,0.041684035,-0.211538462,0.266211604
0,1,-0.095980707,-0.060718796,0.965300433,-0.304949817,0.266211604,-0.019607843,0.56097561,0.069541779
1,0,0.258936511,0.268786337,1.27559297,0.211082314,0.069541779,-0.163265306,0.125,-0.028225806
0,1,-0.109690634,-0.129564396,0.856881353,1.739065817,-0.028225806,-0.024390244,0.056666667,0.010892116
0,0,0.011186037,-0.039647287,0.92433101,1.067227423,0.010892116,-0.0055,-0.106203996,-0.127757825
1,0,-0.11376118,-0.068247225,0.96703564,-0.820261174,-0.127757825,-0.077928607,-0.235294118,-0.077647059
1,1,0.023636686,0.095969996,1.147358491,-0.196131817,-0.077647059,-0.075790622,0.157692308,0.077168367
0,1,-0.00786993,-0.004697041,0.997314038,2.609393447,0.077168367,0.113864307,0.119601329,0.036708111
0,0,-0.021530683,-0.027236567,0.969165659,-0.706216267,0.036708111,-0.072563559,0.039169139,0
0,0,-0.135501114,-0.076928408,0.960358419,1.473443783,0,0,0,0
0,0,0.187036274,0.155717396,1.137770167,-0.598304685,0,0,0,0
0,0,-0.095581214,-0.111154421,0.879534956,0.224536413,0,0,0,0
0,0,0.048377808,-0.026494665,0.92747551,1.927229099,0,0,0,0
0,0,-0.112525179,-0.136867,0.846217472,1.241102541,0,0,0,0
1,0,0.030124832,-0.00987257,0.960977444,-0.622232252,0,0,-0.19988578,-0.060536836
1,1,0.176865298,0.391944127,1.559971833,-0.536485718,-0.060536836,0.027984009,0.070663812,0.018237082
0,1,-0.087822313,-0.199185837,0.735179055,2.659062279,0.018237082,-0.026666667,0.1,0.011940299
0,0,-0.066890568,-0.03755369,0.983899577,-0.594677382,0.011940299,-0.01826484,0.01030303,-0.006489676
0,0,-0.036592681,-0.026735997,0.980099847,-0.459159232,-0.006489676,-0.011627907,-0.056388722,-0.043942993
0,0,0.100352844,0.358672332,1.534771843,-0.257951494,-0.043942993,-0.015294118,-0.029879212,-0.043478261
1,0,-0.243798925,0.036969378,1.17419563,-0.217243496,-0.043478261,-0.056152927,0.000655308,0
0,1,0.043152906,-0.308709803,0.580536254,-0.338807203,0,-0.006962025,0.002619515,0.002597403
0,0,0.148254424,0.083621285,1.047065188,1.356632777,0.002597403,-0.012746973,-0.141737427,-0.102331606
1,0,-0.066534777,-0.089405293,0.896409197,-0.695919803,-0.102331606,-0.031633312,-0.162861492,-0.068542569
0,1,0.17334077,0.146771722,1.129610951,0.391066278,-0.068542569,0.1,0.151818182,0.144848954
0,0,-0.127293469,-0.150813039,0.833407743,-0.181134932,0.144848954,-0.036363636,0.144435675,0
1,0,-0.071023965,0.116105542,1.247570215,-0.337162657,0,-0.016352201,-0.04137931,-0.031799729
